CUI	Uniprot_Name	Uniprot_id	Gene_name	EnsembleGeneId	TTD_id	disgenet_gene_id
C3470778	CU129_HUMAN	Q96M42	null	ENSG00000236384	null	null
C1446659	TAU_HUMAN	P10636	MAPT	ENSG00000186868	T12354,T11824,T45593	4137
C1423366	OR5DE_HUMAN	Q8NGL3	OR5D14	ENSG00000186113	null	null
C1418214	P2RX5_HUMAN	Q93086	P2RX5	ENSG00000083454	null	5026
C1427673	BMP8A_HUMAN	Q7Z5Y6	BMP8A	ENSG00000183682	null	353500
C1423035	SPTN4_HUMAN	Q9H254	SPTBN4	ENSG00000160460	null	57731
C1422782	ECI2_HUMAN	O75521	ECI2	ENSG00000198721	null	10455
C1426062	CKLF2_HUMAN	Q8TAZ6	CMTM2	ENSG00000140932	null	146225
C1416344	A0A075B6H9_HUMAN	A0A075B6H9	IGLV4-69	ENSG00000211637	null	null
C1539786	LAT4_HUMAN	Q8N370	SLC43A2	ENSG00000167703	null	124935
C1422349	CELF4_HUMAN	Q9BZC1	CELF4	ENSG00000101489	null	56853
C2681404	DCTP1_HUMAN	Q9H773	DCTPP1	ENSG00000179958	null	79077
C3810054	ELA_HUMAN	P0DMC3	APELA	ENSG00000248329	null	100506013
C1421222	TITIN_HUMAN	Q8WZ42	TTN	ENSG00000155657	null	7273
C1538926	RHG27_HUMAN	Q6ZUM4	ARHGAP27	ENSG00000159314	null	201176
C1421950	MEPE_HUMAN	Q9NQ76	MEPE	ENSG00000152595	null	56955
C3471307	TXND6_HUMAN	Q86XW9	NME9	ENSG00000181322	T29363	347736
C1429160	O6C75_HUMAN	A6NL08	OR6C75	ENSG00000187857	null	390323
C1419759	OPSX_HUMAN	O14718	RRH	ENSG00000180245	null	10692
C1538247	ZN684_HUMAN	Q5T5D7	ZNF684	ENSG00000117010	null	null
C1420527	SURF1_HUMAN	Q15526	SURF1	ENSG00000148290	null	6834
C2240359	CLM4_HUMAN	Q6UXZ3	CD300LD	ENSG00000204345	null	null
C1420447	STAC_HUMAN	Q99469	STAC	ENSG00000144681	null	6769
C1825066	ESF1_HUMAN	Q9H501	ESF1	ENSG00000089048	null	51575
C1824800	CRTC3_HUMAN	Q6UUV7	CRTC3	ENSG00000140577	null	64784
C1427394	NUP43_HUMAN	Q8NFH3	NUP43	ENSG00000120253	null	348995
C1413183	CCNK_HUMAN	O75909	CCNK	ENSG00000090061	null	8812
C1425274	STAR7_HUMAN	Q9NQZ5	STARD7	ENSG00000084090	null	56910
C4320284	LYRM5_HUMAN	Q6IPR1	ETFRF1	ENSG00000205707	null	null
C1825242	F111B_HUMAN	Q6SJ93	FAM111B	ENSG00000189057	null	374393
C1415522	HEXA_HUMAN	P06865	HEXA	ENSG00000213614	null	3073
C2673256	PRR5L_HUMAN	Q6MZQ0	PRR5L	ENSG00000135362	null	79899
C1419378	RGS9_HUMAN	O75916	RGS9	ENSG00000108370	null	8787
C1332677	CCL13_HUMAN	Q99616	CCL13	ENSG00000181374	null	6357
C1416865	LICH_HUMAN	P38571	LIPA	ENSG00000107798	T24373	3988
C1422191	RNF24_HUMAN	Q9Y225	RNF24	ENSG00000101236	null	11237
C1823714	CA094_HUMAN	Q6P1W5	C1orf94	ENSG00000142698	null	84970
C1428116	UBP54_HUMAN	Q70EL1	USP54	ENSG00000166348	null	159195
C1427771	ANR19_HUMAN	Q9H560	null	ENSG00000187984	null	null
C2681663	MIO_HUMAN	Q9NXC5	MIOS	ENSG00000164654	null	null
C1414968	G3P_HUMAN	P04406	GAPDH	ENSG00000111640	T39321	2597
C1836205	LC7L3_HUMAN	O95232	LUC7L3	ENSG00000108848	null	51747
C1538500	SDOS_HUMAN	Q9BRJ7	NUDT16L1	ENSG00000168101	null	84309
C1538859	R113A_HUMAN	O15541	RNF113A	ENSG00000125352	null	7737
C1428070	PHYD1_HUMAN	Q5SRE7	PHYHD1	ENSG00000175287	null	254295
C1424631	LRRN2_HUMAN	O75325	LRRN2	ENSG00000170382	null	10446
C1425522	AMPL_HUMAN	P28838	LAP3	ENSG00000002549	null	51056
C1424604	PHYIP_HUMAN	Q92561	PHYHIP	ENSG00000168490	null	9796
C1414125	DNPEP_HUMAN	Q9ULA0	DNPEP	ENSG00000123992	T45287	23549
C1417674	NEK5_HUMAN	Q6P3R8	NEK5	ENSG00000197168	null	341676
C2681565	HECA2_HUMAN	A8MVW5	HEPACAM2	ENSG00000188175	null	253012
C1539936	TBC20_HUMAN	Q96BZ9	TBC1D20	ENSG00000125875	null	128637
C3470657	CA157_HUMAN	Q3SY05	null	ENSG00000176754	null	null
C1422725	JIP4_HUMAN	O60271	SPAG9	ENSG00000008294	null	9043
C1418671	MCHL2_HUMAN	Q9BQD1	null	ENSG00000169040	null	null
C1427149	CTSR3_HUMAN	Q86XQ3	CATSPER3	ENSG00000152705	T15552	347732
C1417990	OR1D4_HUMAN	P47884	null	ENSG00000255095	null	null
C1412687	VAS1_HUMAN	Q15904	ATP6AP1	ENSG00000071553	null	537
C1422400	RAB9B_HUMAN	Q9NP90	RAB9B	ENSG00000123570	null	51209
C1426859	SMOC2_HUMAN	Q9H3U7	SMOC2	ENSG00000112562	null	64094
C1835906	MASTR_HUMAN	Q6ZN01	MAMSTR	ENSG00000176909	null	284358
C1823460	TENS1_HUMAN	Q9HBL0	TNS1	ENSG00000079308	null	7145
C1825414	GRIN2_HUMAN	O60269	GPRIN2	ENSG00000204175	null	9721
C1416595	KCNK2_HUMAN	O95069	KCNK2	ENSG00000082482	null	3776
C1419370	RGS12_HUMAN	O14924	RGS12	ENSG00000159788	T06146	6002
C1417971	O10C1_HUMAN	Q96KK4	OR10C1	ENSG00000206474	null	null
C1825631	IYD1_HUMAN	Q6PHW0	IYD	ENSG00000009765	null	389434
C1540298	CDK19_HUMAN	Q9BWU1	CDK19	ENSG00000155111	T98034	23097
C1415186	GP1BA_HUMAN	P07359	GP1BA	ENSG00000185245	T17427	2811
C1826684	PRA12_HUMAN	O95522	PRAMEF12	ENSG00000116726	null	390999
C1427856	Z280B_HUMAN	Q86YH2	ZNF280B	ENSG00000275004	null	140883
C1415238	PD2R2_HUMAN	Q9Y5Y4	PTGDR2	ENSG00000183134	T61722	11251
C1425104	PGES2_HUMAN	Q9H7Z7	PTGES2	ENSG00000148334	null	80142
C1412431	AOC3_HUMAN	Q16853	AOC3	ENSG00000131471	T69619	8639
C1423755	OXR1_HUMAN	Q8N573	OXR1	ENSG00000164830	null	55074
C4554698	AT5EL_HUMAN	Q5VTU8	null	ENSG00000180389	null	null
C1420467	STK16_HUMAN	O75716	STK16	ENSG00000115661	T04303	8576
C1412659	ATP5E_HUMAN	P56381	ATP5F1E	ENSG00000124172	null	514
C1413837	CY561_HUMAN	P49447	CYB561	ENSG00000008283	null	1534
C1428192	GP157_HUMAN	Q5UAW9	GPR157	ENSG00000180758	null	80045
C1412419	ANX13_HUMAN	P27216	ANXA13	ENSG00000104537	null	312
C1335648	RIR1_HUMAN	P23921	RRM1	ENSG00000167325	T40045	6240
C1538690	PDXL2_HUMAN	Q9NZ53	PODXL2	ENSG00000114631	null	null
C1412290	SPYA_HUMAN	P21549	AGXT	ENSG00000172482	T06365	189
C1424355	TMC2_HUMAN	Q8TDI7	TMC2	ENSG00000149488	null	117532
C1428525	ZN613_HUMAN	Q6PF04	ZNF613	ENSG00000176024	null	79898
C1424814	CHSS1_HUMAN	Q86X52	CHSY1	ENSG00000131873	null	22856
C1413325	CEBPG_HUMAN	P53567	CEBPG	ENSG00000153879	null	1054
C1424454	RT33_HUMAN	Q9Y291	MRPS33	ENSG00000090263	null	51650
C1332668	CASP9_HUMAN	P55211	CASP9	ENSG00000132906	T93903	842
C1824832	RMXL3_HUMAN	Q8N7X1	RBMXL3	ENSG00000175718	null	null
C1419072	PTHY_HUMAN	P01270	PTH	ENSG00000152266	T98708	5741
C2239309	CPS4L_HUMAN	A6NMK7	CPSF4L	ENSG00000187959	null	642843
C1419944	SEM3C_HUMAN	Q99985	SEMA3C	ENSG00000075223	null	10512
C2681258	AARD_HUMAN	Q4LEZ3	AARD	ENSG00000205002	null	null
C1428035	PXK_HUMAN	Q7Z7A4	PXK	ENSG00000168297	null	54899
C1427076	PROM2_HUMAN	Q8N271	PROM2	ENSG00000155066	null	150696
C1825283	FBLI1_HUMAN	Q8WUP2	FBLIM1	ENSG00000162458	null	54751
C1418676	MYP2_HUMAN	P02689	PMP2	ENSG00000147588	null	5375
C1539703	RSAD2_HUMAN	Q8WXG1	RSAD2	ENSG00000134321	null	91543
C1423280	O51A7_HUMAN	Q8NH64	OR51A7	ENSG00000176895	null	null
C1425684	TT39A_HUMAN	Q5SRH9	TTC39A	ENSG00000085831	null	22996
C1837146	POTEE_HUMAN	Q6S8J3	POTEE	ENSG00000188219	null	445582
C1418552	GDN_HUMAN	P07093	SERPINE2	ENSG00000135919	null	5270
C1413701	CRUM1_HUMAN	P82279	CRB1	ENSG00000134376	null	23418
C1822655	SCLT1_HUMAN	Q96NL6	SCLT1	ENSG00000151466	null	132320
C1425253	RPA43_HUMAN	Q3B726	POLR1F	ENSG00000105849	null	221830
C1335844	SMCA5_HUMAN	O60264	SMARCA5	ENSG00000153147	null	8467
C1824145	CC049_HUMAN	Q96BT1	C3orf49	ENSG00000163632	null	null
C3470686	CA211_HUMAN	Q8N6G1	null	ENSG00000225077	null	null
C1413952	DDX10_HUMAN	Q13206	DDX10	ENSG00000178105	null	1662
C1823847	WDR86_HUMAN	Q86TI4	WDR86	ENSG00000187260	null	null
C1825716	KLC2_HUMAN	Q9H0B6	KLC2	ENSG00000174996	null	64837
C1825206	F91A1_HUMAN	Q658Y4	FAM91A1	ENSG00000176853	null	null
C1423820	CAD26_HUMAN	Q8IXH8	CDH26	ENSG00000124215	null	null
C1823516	TSH3_HUMAN	Q63HK5	TSHZ3	ENSG00000121297	null	57616
C1823112	ISK9_HUMAN	Q5DT21	SPINK9	ENSG00000204909	null	null
C1825677	K1107_HUMAN	Q9UPP5	null	ENSG00000069712	null	null
C1422797	CDCA4_HUMAN	Q9BXL8	CDCA4	ENSG00000170779	null	55038
C1422793	TES_HUMAN	Q9UGI8	TES	ENSG00000135269	null	26136
C1332703	CCR9_HUMAN	P51686	CCR9	ENSG00000173585	T97873	10803
C1332018	ATS1_HUMAN	Q9UHI8	ADAMTS1	ENSG00000154734	T90987	9510
C1428545	MRRP1_HUMAN	Q7L0Y3	TRMT10C	ENSG00000174173	null	54931
C3543224	MFR1L_HUMAN	Q9H019	MTFR1L	ENSG00000117640	null	56181
C1420663	TC1D3_HUMAN	Q8IZS6	DYNLT2	ENSG00000184786	null	6991
C1426144	CSMD2_HUMAN	Q7Z408	CSMD2	ENSG00000121904	null	114784
C2681901	IKBD_HUMAN	Q8NI38	NFKBID	ENSG00000167604	null	null
C1539127	CORO7_HUMAN	P57737	CORO7	ENSG00000262246	null	79585
C1414485	EVX1_HUMAN	P49640	EVX1	ENSG00000106038	null	2128
C1539338	EHMT1_HUMAN	Q9H9B1	EHMT1	ENSG00000181090	T39996	79813
C1420871	TPIS_HUMAN	P60174	TPI1	ENSG00000111669	null	7167
C1422330	PRDM8_HUMAN	Q9NQV8	PRDM8	ENSG00000152784	null	56978
C4320998	TAAR3_HUMAN	Q9P1P4	null	ENSG00000179073	T82922	null
C1412579	ASGR2_HUMAN	P07307	ASGR2	ENSG00000161944	null	433
C1417983	O12D2_HUMAN	P58182	OR12D2	ENSG00000280236	null	null
C1414904	GABR1_HUMAN	Q9UBS5	GABBR1	ENSG00000204681	null	2550
C2240224	ZSWM7_HUMAN	Q19AV6	ZSWIM7	ENSG00000214941	null	125150
C1412164	ACL7B_HUMAN	Q9Y614	ACTL7B	ENSG00000148156	null	10880
C1537617	LRRT1_HUMAN	Q86UE6	LRRTM1	ENSG00000162951	null	347730
C1428198	GP161_HUMAN	Q8N6U8	GPR161	ENSG00000143147	null	23432
C1538452	CHDH_HUMAN	Q8NE62	CHDH	ENSG00000016391	null	55349
C2828747	TARM1_HUMAN	B6A8C7	TARM1	ENSG00000248385	null	null
C1540047	TRAF7_HUMAN	Q6Q0C0	TRAF7	ENSG00000131653	null	84231
C1822713	SH3R1_HUMAN	Q7Z6J0	SH3RF1	ENSG00000154447	null	57630
C1417562	MYO1E_HUMAN	Q12965	MYO1E	ENSG00000157483	null	4643
C1428358	CILP2_HUMAN	Q8IUL8	CILP2	ENSG00000160161	null	148113
C1428458	SRTD4_HUMAN	Q9NUC0	SERTAD4	ENSG00000082497	null	null
C1826361	NBPF3_HUMAN	Q9H094	NBPF3	ENSG00000142794	null	84224
C1425802	ZN396_HUMAN	Q96N95	ZNF396	ENSG00000186496	null	252884
C1424620	PLIN3_HUMAN	O60664	PLIN3	ENSG00000105355	null	10226
C2240073	TC1D2_HUMAN	Q8WW35	DYNLT2B	ENSG00000213123	null	255758
C1538716	KPCD1_HUMAN	Q15139	PRKD1	ENSG00000184304	T47885	5587
C1418547	SPB13_HUMAN	Q9UIV8	SERPINB13	ENSG00000197641	null	5275
C1823558	TXLNB_HUMAN	Q8N3L3	TXLNB	ENSG00000164440	null	null
C1825380	GNPTA_HUMAN	Q3T906	GNPTAB	ENSG00000111670	null	79158
C1417561	MYO1D_HUMAN	O94832	MYO1D	ENSG00000176658	null	4642
C1427735	CPEB2_HUMAN	Q7Z5Q1	CPEB2	ENSG00000137449	null	132864
C1424505	DHX34_HUMAN	Q14147	DHX34	ENSG00000134815	null	9704
C1419276	SYRC_HUMAN	P54136	RARS1	ENSG00000113643	null	5917
C1428186	CI047_HUMAN	Q6ZRZ4	null	ENSG00000186354	null	286223
C1423854	SCRT1_HUMAN	Q9BWW7	SCRT1	ENSG00000261678	null	83482
C1420090	S12A1_HUMAN	Q13621	SLC12A1	ENSG00000074803	T93878	6557
C1420498	STX1A_HUMAN	Q16623	STX1A	ENSG00000106089	null	6804
C1418179	OR8G1_HUMAN	Q15617	OR8G1	ENSG00000197849	null	null
C1416001	HV103_HUMAN	P23083	IGHV1-2	ENSG00000211934	null	null
C1426951	CRGN_HUMAN	Q8WXF5	CRYGN	ENSG00000127377	null	null
C1427852	XYLK_HUMAN	O75063	FAM20B	ENSG00000116199	null	9917
C1425635	Z280A_HUMAN	P59817	ZNF280A	ENSG00000169548	null	129025
C1417663	NEDD8_HUMAN	Q15843	NEDD8	ENSG00000129559	T93995	4738
C1422928	O56A1_HUMAN	Q8NGH5	OR56A1	ENSG00000180934	null	null
C1420499	STX1B_HUMAN	P61266	STX1B	ENSG00000099365	null	112755
C3147388	GOG8J_HUMAN	A6NMD2	GOLGA8J	ENSG00000179938	null	null
C1428512	TBC17_HUMAN	Q9HA65	TBC1D17	ENSG00000104946	null	null
C0920274	TACD2_HUMAN	P09758	TACSTD2	ENSG00000184292	T17629	4070
C1419772	RUNX3_HUMAN	Q13761	RUNX3	ENSG00000020633	T29630	864
C1825579	IGFL1_HUMAN	Q6UW32	IGFL1	ENSG00000188293	null	374918
C1428833	ZSWM6_HUMAN	Q9HCJ5	ZSWIM6	ENSG00000130449	null	57688
C1428197	GP160_HUMAN	Q9UJ42	GPR160	ENSG00000173890	null	26996
C1426905	RETNB_HUMAN	Q9BQ08	RETNLB	ENSG00000163515	null	84666
C1427843	SENP8_HUMAN	Q96LD8	SENP8	ENSG00000166192	T13928	123228
C3816752	LMO7D_HUMAN	F2Z398	null	ENSG00000178734	null	null
C1424240	HBAP1_HUMAN	Q96EW2	HSPBAP1	ENSG00000169087	null	79663
C1419854	SCNBA_HUMAN	Q9UI33	SCN11A	ENSG00000168356	T34123	11280
C1427276	RSPH3_HUMAN	Q86UC2	RSPH3	ENSG00000130363	null	83861
C1417396	MT1H_HUMAN	P80294	MT1H	ENSG00000205358	null	4496
C2239301	CISD3_HUMAN	P0C7P0	CISD3	ENSG00000277972	null	284106
C1418957	PRPS2_HUMAN	P11908	PRPS2	ENSG00000101911	null	5634
C1414095	DYH12_HUMAN	Q6ZR08	DNAH12	ENSG00000174844	null	201625
C3814229	T11X2_HUMAN	Q5H9J9	TCP11X2	ENSG00000215029	null	null
C1537460	WASH7_HUMAN	Q2M389	WASHC4	ENSG00000136051	null	23325
C1540024	TM11A_HUMAN	Q6ZMR5	TMPRSS11A	ENSG00000187054	null	339967
C1825979	METL9_HUMAN	Q9H1A3	METTL9	ENSG00000197006	null	51108
C1413598	COL10_HUMAN	Q9Y6Z7	COLEC10	ENSG00000184374	null	10584
C1413194	TCPB_HUMAN	P78371	CCT2	ENSG00000166226	null	10576
C1415227	GPR34_HUMAN	Q9UPC5	GPR34	ENSG00000171659	T73859	2857
C1824401	STAS1_HUMAN	Q8NBB2	null	ENSG00000259642	null	null
C1336601	TEC_HUMAN	P42680	TEC	ENSG00000135605	T15848	7006
C1825453	HEAT1_HUMAN	Q9H583	HEATR1	ENSG00000119285	null	55127
C1428292	BTBDB_HUMAN	A6QL63	BTBD11	ENSG00000151136	null	121551
C1418696	PRRX1_HUMAN	P54821	PRRX1	ENSG00000116132	null	5396
C1427593	SNX24_HUMAN	Q9Y343	SNX24	ENSG00000064652	null	28966
C1416692	KLC1_HUMAN	Q07866	KLC1	ENSG00000126214	null	3831
C1412612	ATCAY_HUMAN	Q86WG3	ATCAY	ENSG00000167654	null	85300
C1421200	TSHB_HUMAN	P01222	TSHB	ENSG00000134200	null	7252
C1823227	TANC2_HUMAN	Q9HCD6	TANC2	ENSG00000170921	null	26115
C1537382	HSDL1_HUMAN	Q3SXM5	HSDL1	ENSG00000103160	null	83693
C1540170	UTS2B_HUMAN	Q765I0	UTS2B	ENSG00000188958	null	257313
C1425986	GBA3_HUMAN	Q9H227	null	ENSG00000249948	null	57733
C1825832	ACOT8_HUMAN	O14734	ACOT8	ENSG00000101473	null	10005
C1333930	HTAI2_HUMAN	Q9BUP3	HTATIP2	ENSG00000109854	T95033	10553
C1537497	KLH18_HUMAN	O94889	KLHL18	ENSG00000114648	null	23276
C1425928	IL31R_HUMAN	Q8NI17	IL31RA	ENSG00000164509	T84614	133396
C2239360	DPY30_HUMAN	Q9C005	DPY30	ENSG00000162961	null	84661
C2681849	MURC_HUMAN	Q5BKX8	CAVIN4	ENSG00000170681	null	347273
C1422699	RM42_HUMAN	Q9Y6G3	MRPL42	ENSG00000198015	null	28977
C1419296	RBM10_HUMAN	P98175	RBM10	ENSG00000182872	null	8241
C1332757	CHKA_HUMAN	P35790	CHKA	ENSG00000110721	T55709	1119
C1414863	FUT2_HUMAN	Q10981	FUT2	ENSG00000176920	null	2524
C1826422	BEST2_HUMAN	Q8NFU1	BEST2	ENSG00000039987	null	54831
C0812222	MDM2_HUMAN	Q00987	MDM2	ENSG00000135679	T10937,T00176	4193
C1425885	KR171_HUMAN	Q9BYP8	KRTAP17-1	ENSG00000186860	null	null
C1413565	COCH_HUMAN	O43405	COCH	ENSG00000100473	null	1690
C1416592	KCNKA_HUMAN	P57789	KCNK10	ENSG00000100433	null	54207
C1825190	F90A9_HUMAN	A6NNJ1	FAM90A9P	ENSG00000285607	null	null
C1416026	HV204_HUMAN	P01817	IGHV2-5	ENSG00000211937	null	null
C1414033	DGKG_HUMAN	P49619	DGKG	ENSG00000058866	null	1608
C1413406	ACHA7_HUMAN	P36544	CHRNA7	ENSG00000175344	T34429	1139
C1426492	VN1R3_HUMAN	Q9BXE9	null	ENSG00000180663	null	null
C1416270	KV401_HUMAN	P06312	IGKV4-1	ENSG00000211598	null	null
C1420744	ZO1_HUMAN	Q07157	TJP1	ENSG00000104067	null	7082
C1538979	ODR4_HUMAN	Q5SWX8	ODR4	ENSG00000157181	null	54953
C1824047	ZN774_HUMAN	Q6NX45	ZNF774	ENSG00000196391	null	342132
C1420433	SSA27_HUMAN	O60232	ZNRD2	ENSG00000173465	null	10534
C1428530	ZN514_HUMAN	Q96K75	ZNF514	ENSG00000144026	null	null
C1425578	K1C24_HUMAN	Q2M2I5	KRT24	ENSG00000167916	null	192666
C1422594	MUC19_HUMAN	Q7Z5P9	null	ENSG00000205592	null	283463
C1413292	CDN2D_HUMAN	P55273	CDKN2D	ENSG00000129355	null	1032
C1423154	OR6K6_HUMAN	Q8NGW6	OR6K6	ENSG00000180433	null	null
C1418163	OR7G1_HUMAN	Q8NGA0	OR7G1	ENSG00000161807	null	null
C0694888	PTEN_HUMAN	P60484	PTEN	ENSG00000171862	T03551,T38257	5728
C1426944	PADI6_HUMAN	Q6TGC4	PADI6	ENSG00000276747	null	353238
C2680478	TM212_HUMAN	A6NML5	TMEM212	ENSG00000186329	null	389177
C2240140	UH1BL_HUMAN	A0JNW5	UHRF1BP1L	ENSG00000111647	null	23074
C2680436	SP9_HUMAN	P0CG40	SP9	ENSG00000217236	null	null
C1425088	SOX_HUMAN	Q9P0Z9	PIPOX	ENSG00000179761	null	51268
C1423110	ZFP91_HUMAN	Q96JP5	ZFP91	ENSG00000186660	null	80829
C1414640	FLRT1_HUMAN	Q9NZU1	null	ENSG00000126500	null	23769
C1538925	RHG26_HUMAN	Q9UNA1	ARHGAP26	ENSG00000145819	null	23092
C1826405	ACTT2_HUMAN	Q8TDY3	ACTRT2	ENSG00000169717	null	140625
C1367714	CXL10_HUMAN	P02778	CXCL10	ENSG00000169245	T30635	3627
C1428952	RAB3C_HUMAN	Q96E17	RAB3C	ENSG00000152932	null	null
C1425237	GDAP2_HUMAN	Q9NXN4	GDAP2	ENSG00000196505	null	54834
C1539523	FBP1L_HUMAN	Q5T0N5	FNBP1L	ENSG00000137942	null	54874
C1538093	WDR49_HUMAN	Q8IV35	WDR49	ENSG00000174776	null	null
C1413227	CD5_HUMAN	P06127	CD5	ENSG00000110448	T85715	921
C1427585	ARFP1_HUMAN	P53367	ARFIP1	ENSG00000164144	null	27236
C1412215	DSRAD_HUMAN	P55265	ADAR	ENSG00000160710	null	103
C1824363	CL042_HUMAN	Q96LP6	C12orf42	ENSG00000179088	null	374470
C1417012	M3K13_HUMAN	O43283	MAP3K13	ENSG00000073803	null	9175
C1425669	EPN2_HUMAN	O95208	EPN2	ENSG00000072134	null	22905
C1825748	KT33A_HUMAN	O76009	KRT33A	ENSG00000006059	null	null
C1382176	CP2B6_HUMAN	P20813	CYP2B6	ENSG00000197408	T11793	1555
C1420382	SPY1_HUMAN	O43609	SPRY1	ENSG00000164056	T76540	10252
C1425753	DNAI2_HUMAN	Q9GZS0	DNAI2	ENSG00000171595	null	64446
C2681845	MSLNL_HUMAN	Q96KJ4	MSLNL	ENSG00000162006	null	null
C1418113	OR7D4_HUMAN	Q8NG98	OR7D4	ENSG00000174667	null	125958
C1825334	GG12C_HUMAN	A1L429	null	ENSG00000216649	null	100132399
C1822705	SH2B3_HUMAN	Q9UQQ2	SH2B3	ENSG00000111252	T44585	10019
C1420067	SIM1_HUMAN	P81133	SIM1	ENSG00000112246	null	6492
C2239901	RNFT1_HUMAN	Q5M7Z0	RNFT1	ENSG00000189050	null	null
C1825385	GOG8A_HUMAN	A7E2F4	GOLGA8A	ENSG00000175265	null	23015
C1825638	JOS1_HUMAN	Q15040	JOSD1	ENSG00000100221	null	9929
C1424983	LZIC_HUMAN	Q8WZA0	LZIC	ENSG00000162441	null	84328
C1826254	MITD1_HUMAN	Q8WV92	MITD1	ENSG00000158411	null	129531
C1419201	RAB32_HUMAN	Q13637	RAB32	ENSG00000118508	null	10981
C1414961	GALR3_HUMAN	O60755	GALR3	ENSG00000128310	null	8484
C2240348	C144A_HUMAN	A2RUR9	CCDC144A	ENSG00000170160	null	9720
C1418489	F263_HUMAN	Q16875	PFKFB3	ENSG00000170525	T23787	5209
C1825227	F102B_HUMAN	Q5T8I3	FAM102B	ENSG00000162636	null	284611
C1538132	YTHD1_HUMAN	Q9BYJ9	YTHDF1	ENSG00000149658	null	54915
C1539492	FBX38_HUMAN	Q6PIJ6	FBXO38	ENSG00000145868	null	81545
C3148442	HMN11_HUMAN	S4R3Y5	MTRNR2L11	ENSG00000270188	null	null
C1824698	CEMP1_HUMAN	Q6PRD7	CEMP1	ENSG00000205923	null	752014
C1539763	SH24A_HUMAN	Q9H788	SH2D4A	ENSG00000104611	null	63898
C1417550	MYL5_HUMAN	Q02045	MYL5	ENSG00000215375	null	4636
C1537987	COX3_HUMAN	P00414	MT-CO3	ENSG00000198938	null	4514
C1426252	O2A25_HUMAN	A4D2G3	OR2A25	ENSG00000221933	null	null
C1367441	FAS_HUMAN	P49327	FASN	ENSG00000169710	T16514	2194
C1334094	IBP3_HUMAN	P17936	IGFBP3	ENSG00000146674	T33455	3486
C1538974	C1GLC_HUMAN	Q96EU7	C1GALT1C1	ENSG00000171155	null	29071
C1823808	CA194_HUMAN	Q5T5A4	C1orf194	ENSG00000179902	null	127003
C1427278	EMARD_HUMAN	Q5T6L9	ERMARD	ENSG00000130023	null	55780
C1418579	PI4KA_HUMAN	P42356	PI4KA	ENSG00000241973	T99295	5297
C1334126	CXCR2_HUMAN	P25025	CXCR2	ENSG00000180871	T56923	3579
C1425748	RHBT1_HUMAN	O94844	RHOBTB1	ENSG00000072422	null	9886
C1428154	KR511_HUMAN	Q6L8G4	KRTAP5-11	ENSG00000204571	null	null
C1825822	ABD12_HUMAN	Q8N2K0	ABHD12	ENSG00000100997	null	26090
C1428730	STKL1_HUMAN	Q8NE28	STKLD1	ENSG00000198870	null	169436
C1823446	TM182_HUMAN	Q6ZP80	TMEM182	ENSG00000170417	null	130827
C1538488	NSE1_HUMAN	Q8WV22	NSMCE1	ENSG00000169189	null	197370
C1420528	SURF2_HUMAN	Q15527	SURF2	ENSG00000148291	null	6835
C1420680	TEAD2_HUMAN	Q15562	TEAD2	ENSG00000074219	null	8463
C1415314	GRPR_HUMAN	P30550	GRPR	ENSG00000126010	T99816	2925
C1423749	PC11Y_HUMAN	Q9BZA8	PCDH11Y	ENSG00000099715	null	83259
C1418356	PCDG9_HUMAN	Q9Y5G4	PCDHGA9	ENSG00000261934	null	56107
C1826741	PVRIG_HUMAN	Q6DKI7	PVRIG	ENSG00000213413	T49105	79037
C1416665	KLHL2_HUMAN	O95198	KLHL2	ENSG00000109466	null	11275
C1418246	PA1B2_HUMAN	P68402	PAFAH1B2	ENSG00000168092	null	5049
C1418432	PDE7B_HUMAN	Q9NP56	PDE7B	ENSG00000171408	T20578	27115
C1418594	PITM1_HUMAN	O00562	PITPNM1	ENSG00000110697	null	9600
C1426586	ANC2_HUMAN	Q9UJX6	ANAPC2	ENSG00000176248	null	29882
C2240325	SMG9_HUMAN	Q9H0W8	SMG9	ENSG00000105771	null	56006
C1417837	NR4A3_HUMAN	Q92570	NR4A3	ENSG00000119508	T93949	8013
C1426940	FBRS_HUMAN	Q9HAH7	FBRS	ENSG00000156860	null	64319
C1417949	OMGP_HUMAN	P23515	OMG	ENSG00000126861	null	4974
C1825252	F118B_HUMAN	Q9BPY3	FAM118B	ENSG00000197798	null	null
C1417622	NDUA2_HUMAN	O43678	NDUFA2	ENSG00000131495	null	4695
C4085707	TM14E_HUMAN	Q6UXP3	null	ENSG00000221962	null	null
C1415888	GILT_HUMAN	P13284	IFI30	ENSG00000216490	null	10437
C2681235	SIM23_HUMAN	A6NLE4	SMIM23	ENSG00000185662	null	644994
C1419351	RFC4_HUMAN	P35249	RFC4	ENSG00000163918	null	5984
C3470282	F208A_HUMAN	Q9UK61	TASOR	ENSG00000163946	null	23272
C1413555	CNR2_HUMAN	P34972	CNR2	ENSG00000188822	T37693	1269
C1825860	B4GN4_HUMAN	Q76KP1	B4GALNT4	ENSG00000182272	null	338707
C1425143	BBC3B_HUMAN	Q96PG8,Q9BXH1	BBC3	ENSG00000105327	T21460	null
C1836180	CEL2B_HUMAN	P08218	CELA2B	ENSG00000215704	null	51032
C1427132	S35D2_HUMAN	Q76EJ3	SLC35D2	ENSG00000130958	null	11046
